case_id,country,announcement_date,ingredient,violation_reason,action
CASE-00147,미국,'2020. 10. (20년 9월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표기 ⑤영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00148,미국,'2020. 10. (20년 9월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기유발성분미표시②허위표시 ③성분미표시④영어미표기⑤영양정보미표시),통관거부 (90일 이내 반송/폐기)
CASE-00149,미국,'2020. 10. (20년 9월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기유발성분미표시②영양정보미표시),통관거부 (90일 이내 반송/폐기)
CASE-00150,미국,'2020. 10. (20년 9월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①가독성 ②성분 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00151,미국,'2020. 10. (20년 9월 부적합),쥐치 (FILEFISH),미생물(살모넬라 검출),통관거부 (90일 이내 반송/폐기)
CASE-00152,중국,'2020. 11. (20년 10월 부적합),딸기맛 시리얼 (草莓味麦片),영양강화제 사용범위 위반 (① 비타민D ② 엽산),반송·폐기
CASE-00153,중국,'2020. 11. (20년 10월 부적합),오리지널 시리얼 (原味麦片),영양강화제 사용범위 위반 (① 비타민D ② 엽산),반송·폐기
CASE-00154,중국,'2020. 11. (20년 10월 부적합),고체음료 (固体饮料),곰팡이 기준 초과,반송·폐기
CASE-00155,EU (독일),'2020. 11.,말린 해조류 (Dried seaweed),요오드 다량 검출 : 304mg/kg (high content of iodine),경고(억류)
CASE-00156,미국,'2020. 11. (20년 9월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영어 미표시 ⑥영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00157,미국,'2020. 11. (20년10월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",미생물(리스테리아 검출),통관거부 (90일 이내 반송/폐기)
CASE-00158,미국,'2020. 11. (20년10월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영어 미표시 ⑥영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00159,미국,'2020. 11. (20년10월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②성분 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00160,미국,'2020. 11. (20년10월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시),통관거부 (90일 이내 반송/폐기)
CASE-00161,미국,'2020. 11. (20년10월 부적합),"어란, 수산물가공품 (FISH ROE, FISHERY PRODUCTS, N.E.C.)",미생물(리스테리아 검출),통관거부 (90일 이내 반송/폐기)
CASE-00162,미국,'2020. 11. (20년10월 부적합),"무알콜 음료 등 (NONALCOHOLIC BEVERAGES, N.E.C.)",기타위반 (제조공정 미제출),통관거부 (90일 이내 반송/폐기)
CASE-00163,중국,'2020. 12. (20년11월 부적합),매운떡볶이소스 (辣味炒年糕酱),중금속 (비소 기준 초과),반송·폐기
CASE-00164,중국,'2020. 12. (20년11월 부적합),김가루 (海苔碎),미생물 (균락총수 기준 초과),반송·폐기
CASE-00165,중국,'2020. 12. (20년11월 부적합),웨하스(과자류) (威化饼干),식품첨가물 (홍화황색소 사용범위(사용가능 대상 식품) 위반)),반송·폐기
CASE-00166,중국,'2020. 12. (20년11월 부적합),고체음료 (固体饮料),미생물 (곰팡이 기준 초과),반송·폐기
CASE-00167,대만,'2020. 12. (20년 9월 부적합),인삼음료,식품첨가물 (보존료 안식향산 0.3 g/kg 검출),반송·폐기
CASE-00168,대만,'2020. 12. (20년10월 부적합),신선 키위 (KIWI FRUIT(RED)),"잔류농약 (뷰프로페진(Buprofezin) 0.03 ppm, 클로티아니딘(Clothianidin) 0.02 ppm, 사이프로디닐(Cyprodinil) 0.03ppm, 티아메톡삼(Thiamethoxam) 0.07ppm, 피리벤카브(Pyribencarb) 0.04ppm)",반송·폐기
CASE-00169,대만,'2020. 12. (20년11월 부적합),신선 키위 (KIWI FRUIT(RED)),"잔류농약 (뷰프로페진(Buprofezin) 0.01 ppm, 사이프로디닐(Cyprodinil) 0.02 ppm 검출)",반송·폐기
CASE-00170,대만,'2020. 12. (20년11월 부적합),배추 (FRESH CHINESE CABBAGE),잔류농약 (플로니카미드(Flonicamid) 0.02 ppm 검출),반송·폐기
CASE-00171,일본,'2020. 12. (20년11월 부적합),무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 기타이매패류 (その他の二枚貝類),"미생물 (세균수 360,000/g, 대장균군 양성)",반송·폐기
CASE-00172,일본,'2020. 12. (20년11월 부적합),무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 기타이매패류 (その他の二枚貝類),"미생물 (세균수 540,000/g, 대장균군 양성)",반송·폐기
CASE-00173,일본,'2020. 12. (20년12월 부적합),무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 게류(かに類),미생물 (대장균군 검출),반송·폐기
CASE-00174,일본,'2020. 12. (20년12월 부적합),신선 청고추 (生鮮青とうがらし),잔류농약 (테부펜피라드(Tebufenpyrad) 0.04ppm 검출),전량 소비
CASE-00175,미국,'2020. 12. (20년10월 부적합),"오징어, 기타 수산물 (SQUID, OTHER AQUATIC SPECIES)","비위생적 처리 (비위생적 조리, 포장, 보관되었거나 해외 가공업체가 21 CFR 123를 준수하지 않아 건강에 해가 될 수 있는 제품임)",통관거부 (90일 이내 반송/폐기)
CASE-00176,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영어 미표기 ⑥영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00177,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②성분 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00178,미국,'2020. 12. (20년11월 부적합),멸치 (ANCHOVY),비위생적 처리 (제조위생불량),통관거부 (90일 이내 반송/폐기)
CASE-00179,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②영어 미표시 ③영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00180,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①허위표시 ②성분 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00181,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①가독성 ②성분 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00182,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①허위표시 ②가독성),통관거부 (90일 이내 반송/폐기)
CASE-00183,미국,'2020. 12. (20년11월 부적합),"과일 함유 착향 하드캔디(초콜릿 미함유) (FLAVORED CANDY, HARD (LIVE SAVERS, ETC.), WITH FRUIT (WITHOUT CHOCOLATE))","위생불량 (전체 혹은 일부가 오물, 부패한 물질로 구성되는 등 식품으로 부적합)",통관거부 (90일 이내 반송/폐기)
CASE-00184,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③ 성분미표시 ④영어 미표시 ⑤영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00185,미국,'2020. 12. (20년11월 부적합),"팽이버섯(ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))","유해물질 함유 (유독, 유해물질을 함유하여 건강에 해로울 수 있음)",통관거부 (90일 이내 반송/폐기)
CASE-00186,미국,'2020. 12. (20년11월 부적합),"비탄산 청량음료 (NONCARBONATED SOFT DRINK, N.E.C.)",표시위반 (①알레르기 유발성분 미표시 ②수량정보 누락 ③성분 미표시 ④영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00187,미국,'2020. 12. (20년11월 부적합),"두부 (여러가지 식품, 반찬 및 디저트) (BEAN CURD, FRESH - SOFT OR HARD (MULTIPLE FOOD SPECIALTIES, SIDE DISHES AND DESSERTS))",표시위반 (①성분 미표시 ②영어 미표시 ③영양정보 미표시 ④영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00188,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반( ①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영어 미표시 ⑥영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00189,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영어 미표시 ⑥영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00190,미국,'2020. 12. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영양정보 미표시),통관거부 (90일 이내 반송/폐기)
CASE-00191,EU,'2020. 12. (20년12월 부적합),냉동 다랑어 (frozen tuna (Tunnus albacares)),온도 조절 불량 (poor temperature control),억류
CASE-00192,중국,'2021. 01. (20년12월 부적합),번데기 통조림 (蚕蛹罐头),기타 (검사검역 허가 미취득),반송·폐기
CASE-00193,대만,'2021. 01. (20년12월 부적합),배추 (FRESH CHINESE CABBAGE),"잔류농약 (테부페노자이드(Tebufenozide) 0.11ppm, 아메톡트라딘(Ametoctradin) 0.08ppm검출)",반송·폐기
CASE-00194,일본,'2021. 01.,신선 청고추 (生鮮青とうがらし),잔류농약 (헥사코나졸(Hexaconazole) 0.07 ppm 검출),반송·폐기
CASE-00195,일본,'2021. 01.,신선 청고추 (生鮮青とうがらし),잔류농약 (프로피코나졸(Propiconazole) 0.02 ppm 검출),반송·폐기
CASE-00196,일본,'2021. 01.,신선 들깨 (生鮮エゴマ),잔류농약 (인독사카브(Indoxacarb) 0.02 ppm 검출),반송·폐기
CASE-00197,일본,'2021. 01.,갈치젓 (タチウオ塩辛）,식품첨가물 (폴리소르베이트80 1.1 g/kg 검출),반송·폐기
CASE-00198,일본,'2021. 01.,굴젓 (牡蠣の塩辛）,식품첨가물 (폴리소르베이트80 1.65 g/kg 검출),반송·폐기
CASE-00199,미국,'2021. 01. (20년11월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③가독성 ④성분 미표시 ⑤영양정보 미표시),통관거부
CASE-00200,미국,'2021. 01. (20년12월 부적합),"청량음료, 인삼, 비탄산 (SOFT DRINK, GENSING, NONCARBONATED)","기타 (제품업체 미등록, 제조공정 미제출)",통관거부
CASE-00201,미국,'2021. 01. (20년12월 부적합),"어란, 수산물가공품 (FISH ROE, FISHERY PRODUCTS, N.E.C.)",미생물 (리스테리아 함유),통관거부
CASE-00202,미국,'2021. 01. (20년12월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시),통관거부
CASE-00203,미국,'2021. 01. (20년12월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시위반 (알레르기 유발성분 미표시),통관거부
CASE-00204,미국,'2021. 01. (20년12월 부적합),"허브 식물류(다류 아님) (HERBALS BOTANICALS (NOT TEAS), N.E.C.)",표시위반 (①제품유형 미표시 ②성분 미표시 ③연락처 미표시 ④영어 미표시 ⑤식물 유래 성분의 식물 부위 미표시),통관거부
CASE-00205,EU,'2021. 01.,해동된 황새치 허릿살 (Thawed swordfish loins (학명: Xiphas gladius)),중금속 (수은 1.5 mg/kg – ppm 검출),억류
CASE-00206,중국,'2021. 02. (21년01월 부적합),혼합 곡물차,미생물 (곰팡이 기준치 초과),반송·폐기
CASE-00207,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(8건) (NOODLES, INSTANT)",표시위반 (①가독성 ②성분 미표시),통관거부
CASE-00208,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(1건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③성분미표시 ④영어 미표시 ⑤영양정보 미표시) 비위생적 처리,통관거부
CASE-00209,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(1건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위표시 ③성분미표시 ④영어 미표시 ⑤영양정보 미표시),통관거부
CASE-00210,미국,'2021. 02. (21년 1월 부적합),팽이버섯(2건) (ENOKITAKE),미생물(리스테리아함유) 비위생적 처리 유해물질 함유,통관거부
CASE-00211,미국,'2021. 02. (21년 1월 부적합),"쥐치, 훈제, 어류(2건) (FILEFISH,HOTSMOKED,FISH)",미생물(살모넬라함유),통관거부
CASE-00212,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(2건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②성분 미표시 ③영양정보 미표시),통관거부
CASE-00213,미국,'2021. 02. (21년 1월 부적합),"무알콜음료등(3건) (NONALCOHOLICBEVERAGES, N.E.C.)",기타(미등록업체),통관거부
CASE-00214,미국,'2021. 02. (21년 1월 부적합),"무알콜음료등(1건) (NONALCOHOLICBEVERAGES, N.E.C.)",기타(제조공정미제출),통관거부
CASE-00215,미국,'2021. 02. (21년 1월 부적합),"채소(언급되지 않은 단일원료), 수프, 크림(3건) ((VEGETABLE(SINGLE INGREDIENTNOTMENTIONED ELSEWHERE)SOUP,CREAMED))",기타(제조공정미제출),통관거부
CASE-00216,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(1건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위 표시 ③가독성 ④라벨 미표시 ⑤성분 미표시 ⑥영양정보 미표시),통관거부
CASE-00217,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(1건) (NOODLES, INSTANT)",표시위반 (①허위표시 ②가독성 ③라벨 미표시),통관거부
CASE-00218,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(2건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②가독성 ③성분 미표시 ④영양정보 미표시),통관거부
CASE-00219,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(2건) (NOODLES, INSTANT)",표시위반 (①허위표시 ②영어 미표시 ③영양정보 미표시),통관거부
CASE-00220,미국,'2021. 02. (21년 1월 부적합),"오징어, 기타 수산물(2건) (SQUID, OTHER AQUATIC SPECIES)",비위생적 처리,통관거부
CASE-00221,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(6건) (NOODLES, INSTANT)",표시위반 (①허위표시 ②성분 미표시 ③영어 미표시),통관거부
CASE-00222,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(1건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위 표시 ③가독성 ④성분 미표시 ⑤영양정보 미표시),통관거부
CASE-00223,미국,'2021. 02. (21년 1월 부적합),비타민 C(1건) (VITAMINC(ASCORBICACID)),기타 (①우수제조기준GMP 미준수 ②미승인 신약),통관거부
CASE-00224,미국,'2021. 02. (21년 1월 부적합),"면류, 인스턴트(1건) (NOODLES, INSTANT)",표시위반 (①알레르기 유발성분 미표시 ②허위 표시 ③가독성 ④영양정보 미표시),통관거부
CASE-00225,EU,'2021. 02.,조미김 (Spiced seaweed),기타 (미승인 신식품 성분 들깨(perilla) 검출),억류
CASE-00226,중국,'2021. 03. (21년02월 부적합),냉동 삼치 (冻鲅鱼),유해물질 함유 (기생충 아니사키스(Anisakis) 검출),반송·폐기
CASE-00227,중국,'2021. 03. (21년02월 부적합),마늘맛 구운빵 (蒜香味烤面包片(糕点)),미생물 (균락총수 기준 초과),반송·폐기
CASE-00228,중국,'2021. 03. (21년02월 부적합),건조 귤칩 (干橘子片),기타 (증서 또는 합격증명자료 미제출),반송·폐기
CASE-00229,일본,'2021. 03.,신선 붉은고추 (生鮮赤とうがらし),잔류농약 (테트라코나졸(Tetraconazole) 0.4ppm검출),반송·폐기
CASE-00230,일본,'2021. 03.,신선 청고추 (生鮮青とうがらし),잔류농약 (트리사이클라졸(Tricyclazole) 0.06ppm검출),반송·폐기
CASE-00231,대만,'2021. 03. (21년 2월 부적합),신선 토마토 (FRESH TOMATO),잔류농약 (사이안트라닐리프롤(Cyantraniliprole)0.02ppm검출),반송·폐기
CASE-00232,미국,'2021. 03. (21년 2월 부적합),"비탄산 청량음료 (NONCARBONATED SOFT DRINK, N.E.C.)",표시기준 위반 (영어 미표시),통관거부
CASE-00233,일본,'2021. 04.,테트라코나졸(Tetraconazole) 1.0ppm 해당 식품에 대한 기준 미설정 0.5 ppm 0.3ppm 0.30 ppm 0.01ppm (허브류(0.02mg/kg)를제외한모든과일및채소류에대한 잔류허용기준) 캅사이신 시럽 (カプサイシンシロップ),식품첨가물 (파라옥신안식향산에틸 (Ethyl p-Hydroxybenzoate) 0.184 g/kg 검출),반송·폐기
CASE-00234,일본,'2021. 04.,신선 붉은고추 (生鮮赤とうがらし ),잔류농약 (헥사코나졸(Hexaconazole) 0.20 ppm 검출),반송·폐기
CASE-00235,일본,'2021. 04.,신선 참외 (生鮮まくわうり),잔류농약 (클로르페나피르(Chlorfenapyr) 0.02 ppm 검출),반송·폐기
CASE-00236,일본,'2021. 04.,기타 분말청량음료 (その他の粉末清涼飲料),미생물 (대장균군 양성),반송·폐기
CASE-00237,일본,'2021. 04.,볶은 것 튀긴 것 (いったもの揚げたもの) - 아마의 종자(亜麻の種子),기타위반 (시안화합물(シアン化合物) 42 mg/kg 검출),반송·폐기
